node_u,node_v,relation,pmid_count,total_articles,pmids,chem_ids
metformin,@DISEASE_Prostatic_Neoplasms_Castration_Resistant,treat,10,27,23287698|25122066|33024029|34429755|34629300|36478125|36744171|37189723|39893002|40216151,@CHEMICAL_Metformin
metformin,@DISEASE_Atrial_Fibrillation,treat,10,27,32013885|32441464|32844365|33234131|33600005|33693008|36223777|36543101|36933806|39195908,@CHEMICAL_Metformin
metformin,@DISEASE_Autoimmune_Diseases,treat,10,25,32033771|32741222|32828146|33967957|34124070|34236726|36614197|37688662|39182908|40795638,@CHEMICAL_Metformin
metformin,@DISEASE_Neurotoxicity_Syndromes,treat,10,30,32156040|32189544|32621100|35386022|35448458|35716551|35952892|37924435|40421051|40465114,@CHEMICAL_Metformin
metformin,@DISEASE_Proteinuria,treat,10,26,31904843|32774367|33220275|33782421|37498548|38235867|39351873|39550868|40343634|40352872,@CHEMICAL_Metformin
metformin,@DISEASE_Pulmonary_Fibrosis,treat,10,24,32269725|34399790|34434111|34450310|34727651|36147352|36817136|37058092|38286745|40929956,@CHEMICAL_Metformin
metformin,@DISEASE_Spinal_Cord_Injuries,treat,10,23,31998447|34865608|34938380|35104674|35387358|36058489|36117612|37209417|37236132|37713674,@CHEMICAL_Metformin
metformin,@DISEASE_Cysts,treat,10,24,32566257|33127449|33439105|34328226|34588803|34957500|35182540|35748097|36660586|41020837,@CHEMICAL_Metformin
metformin,@DISEASE_Dysmenorrhea,treat,10,22,10634377|19056992|26822064|31829964|34466481|35673756|37364543|38044655|40580384|9548159,@CHEMICAL_Metformin
metformin,@DISEASE_Esophageal_Neoplasms,treat,10,25,31821177|32258099|32507907|32646922|34398301|34929693|35720480|37314979|39774829|39975715,@CHEMICAL_Metformin
metformin,@DISEASE_Frailty,treat,10,24,30888034|32304040|32596419|33428709|36650694|36732827|37085892|37497698|38631189|40551233,@CHEMICAL_Metformin
metformin,@DISEASE_Hypertriglyceridemia,treat,10,29,32371063|33800673|34582252|35735786|35821558|35986566|36251589|36438823|37668313|39787747,@CHEMICAL_Metformin
metformin,@DISEASE_Pneumonia,treat,10,25,33844069|34115964|34399790|34727651|35228620|36298617|36575139|37209947|37261145|37841910,@CHEMICAL_Metformin
metformin,@DISEASE_hypoglycemic_encephalopathy,treat,10,81,31607509|31923115|32638412|33887240|34303898|34350076|35055382|35300567|36628027|38642825,@CHEMICAL_Metformin
metformin,@DISEASE_Inflammatory_Bowel_Diseases,treat,10,23,32604412|34122067|34927008|35064693|35419709|35780256|36099786|38006803|39710207|40601368,@CHEMICAL_Metformin
metformin,@DISEASE_Kidney_Failure_Chronic,treat,10,34,32132005|32545901|33373028|33714781|34917782|34970149|36145361|36628027|36923829|40027456,@CHEMICAL_Metformin
metformin,@DISEASE_Kidney_Neoplasms,treat,10,25,28045889|32327421|32342709|32756091|33600406|33821674|34660791|35271933|35872697|36720491,@CHEMICAL_Metformin
metformin,@DISEASE_Nervous_System_Diseases,treat,10,47,31979540|32207092|32490289|33389958|34069559|34904090|35736024|36117320|39766286|40880725,@CHEMICAL_Metformin
metformin,@DISEASE_Rectal_Neoplasms,treat,10,22,32229782|32384400|34401534|34418650|35508498|36249066|37132307|37491250|37601689|37972651,@CHEMICAL_Metformin
metformin,@DISEASE_Carcinoma_Ovarian_Epithelial,treat,10,19,26266765|29774060|32146550|32369446|32456076|33081077|33404163|34548861|34638899|35565427,@CHEMICAL_Metformin
metformin,@DISEASE_Diabetic_Angiopathies,treat,10,21,18991752|21437084|24018893|27487294|35351535|35802672|36017310|37759984|37901890|40282226,@CHEMICAL_Metformin
metformin,@DISEASE_Diabetic_Neuropathies,treat,10,27,32058434|32448786|32606868|36076556|36117320|36719843|37629665|38642448|39876970|40697600,@CHEMICAL_Metformin
metformin,@DISEASE_HAIR_AN_syndrome,treat,10,16,15258677|22572996|26391700|28892924|30620715|31090283|36726289|40281834|40350853|8688996,@CHEMICAL_Metformin
metformin,@DISEASE_Huntington_Disease,treat,10,20,31751298|31874705|32610099|33020379|33161784|35095535|35367225|37397787|40003898|40283923,@CHEMICAL_Metformin
metformin,@DISEASE_Hypertension_Pregnancy_Induced,treat,10,20,31707724|33381040|33849126|33940652|34202343|34441786|35221286|35530948|37753037|39923989,@CHEMICAL_Metformin
metformin,@DISEASE_Hypoxia_Brain,treat,10,32,31672491|32883003|32951587|34769067|36037303|37147018|37385610|39186177|40490245|40850908,@CHEMICAL_Metformin
metformin,@DISEASE_Leukemia_Myeloid_Acute,treat,10,20,31926250|33921161|34659562|35122876|35158754|35804097|37409755|38387901|39180902|39343915,@CHEMICAL_Metformin
metformin,@DISEASE_Lung_Injury,treat,10,19,31669973|32411100|32959498|32973814|33815295|34209135|35837050|35910360|37841910|38364759,@CHEMICAL_Metformin
metformin,@DISEASE_Lymphoma,treat,10,21,32304100|32647571|33747367|34195068|34557403|34745769|35344184|36077749|36276140|37364455,@CHEMICAL_Metformin
metformin,@DISEASE_Osteoarthritis_Knee,treat,10,20,35798867|36836794|40374272|40609734|40824658|40824663|40824665|40824667|40824671|40824672,@CHEMICAL_Metformin
metformin,@DISEASE_Reproductive_Tract_Infections,treat,10,24,34568732|36060969|36290602|36295882|36322951|37171944|37569626|37701721|40214723|40349790,@CHEMICAL_Metformin
metformin,@DISEASE_Autism_Spectrum_Disorder,treat,10,18,32415700|34502168|35029811|35131336|35222739|35240246|35888087|37133558|38176793|39676223,@CHEMICAL_Metformin
metformin,@DISEASE_Cell_Transformation_Neoplastic,treat,10,18,29329345|33946426|34422646|34664819|35525887|37030634|37980327|39201569|39379144|40024215,@CHEMICAL_Metformin
metformin,@DISEASE_Colitis,treat,10,19,32654569|34122067|34489707|34642298|34986539|35064693|35203241|35645830|40239400|40617384,@CHEMICAL_Metformin
metformin,@DISEASE_Diabetic_Ketoacidosis,treat,10,31,32855828|33628041|34169619|35707462|36189139|36934381|37424794|37947121|38143642|40537294,@CHEMICAL_Metformin
metformin,@DISEASE_Cartilage_Diseases,treat,10,18,31945013|32087740|32156705|32334102|32404018|32792951|33808727|34440221|36982442|37373251,@CHEMICAL_Metformin
metformin,@DISEASE_Cognitive_Dysfunction,treat,10,25,35445359|35843348|35928902|36286721|36484892|37980327|38160357|38272537|39220736|40434891,@CHEMICAL_Metformin
metformin,@DISEASE_Endocrine_System_Diseases,treat,10,31,22382613|29248761|31726346|33429918|34884872|35640743|36190593|36422372|37595903|38395159,@CHEMICAL_Metformin
metformin,@DISEASE_Endometriosis,treat,10,20,33141412|34022204|34046415|35088363|35158846|35273494|36359302|36381355|37667560|37905623,@CHEMICAL_Metformin
metformin,@DISEASE_Fragile_X_Syndrome,treat,10,17,28436599|28676484|32531912|33757860|35955427|36928853|37286070|38385885|39215174|39223257,@CHEMICAL_Metformin
metformin,@DISEASE_Intracranial_Arteriovenous_Malformations,treat,1,1,21682834,@CHEMICAL_rosiglitazone_metformin_combination
atenolol,@DISEASE_Hypertension,treat,11,1475,3055324|32215501|32785480|32801703|33224491|34684021|34964660|36015255|36859481|37864972|39505564,@CHEMICAL_Atenolol|@CHEMICAL_atenolol_chlortalidone_drug_combinations
atenolol,@DISEASE_Essential_Hypertension,treat,10,367,1604286|21267286|2242456|2249083|35058422|35383773|6704301|7104179|776487|799562,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypertrophy_Left_Ventricular,treat,10,163,10150325|12160492|12423712|12614122|15035257|15039810|1833800|20668631|2967752|35567886,@CHEMICAL_Atenolol
atenolol,@DISEASE_Angina_Pectoris,treat,10,143,110212|17996|337273|381009|3903709|39505564|4499921|531563|6343259|7003873,@CHEMICAL_Atenolol
atenolol,@DISEASE_Tachycardia,treat,10,136,21712869|31939847|33224491|35743350|37251972|37267820|37438479|39423603|39959329|40960072,@CHEMICAL_Atenolol
atenolol,@DISEASE_Angina_Stable,treat,10,116,10523477|1462277|1970300|2076397|2144705|2662743|2893533|2897780|6852987|8262084,@CHEMICAL_Atenolol
atenolol,@DISEASE_Myocardial_Infarction,treat,10,127,101223|1462277|1678916|1688977|17488499|23110919|3421513|7034474|7743529|90965,@CHEMICAL_Atenolol
atenolol,@DISEASE_Coronary_Artery_Disease,treat,10,83,11101199|1304016|1764953|2248757|26811165|2801572|33914047|34012683|341928|8176095,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiovascular_Diseases,treat,10,89,31640931|32310006|32403073|33186492|33708114|33710319|35482263|36029011|36662714|36962886,@CHEMICAL_Atenolol
atenolol,@DISEASE_Stroke,treat,10,111,12585945|12585946|15530629|17959026|2387213|2429095|24750981|31898196|32802081|34192893,@CHEMICAL_Atenolol
atenolol,@DISEASE_Arrhythmias_Cardiac,treat,10,78,2353617|28982831|32124390|32310006|3529912|35302255|37438479|4003239|40384969|6517730,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypotension,treat,10,139,1880116|2778713|32026368|335383|34112223|34554869|37722017|37873673|393889|40461358,@CHEMICAL_Atenolol
atenolol,@DISEASE_Heart_Failure,treat,10,66,11076422|15941137|16392280|19064823|19751421|2285633|37267820|39355694|9141231|9623012,@CHEMICAL_Atenolol
atenolol,@DISEASE_Pulmonary_Arterial_Hypertension,treat,10,59,32547128|34564506|3555425|392492|553637|6755910|6821048|6866841|6872478|7438801,@CHEMICAL_Atenolol
atenolol,@DISEASE_Heart_Diseases,treat,10,62,1462277|1764953|29236801|32120430|34245378|35154785|39948180|6882193|8276498|8686195,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ischemia,treat,10,58,10373241|1764953|1810681|2006616|20304162|2203562|23026582|29236801|8044945|8677870,@CHEMICAL_Atenolol
atenolol,@DISEASE_Diabetes_Mellitus,treat,10,69,11485133|12418826|12418827|12599844|17386351|20411618|21267286|3888836|8011003|8950136,@CHEMICAL_Atenolol
atenolol,@DISEASE_Atrial_Fibrillation,treat,10,44,12204730|14992883|17364111|25709353|32124390|32586143|32665866|7106148|7908532|8733316,@CHEMICAL_Atenolol
atenolol,@DISEASE_Diabetes_Mellitus_Type_2,treat,10,39,11485133|12419165|17251496|23086971|3236327|34836856|8070610|8960851|9200654|9279969,@CHEMICAL_Atenolol
atenolol,@DISEASE_Isolated_Systolic_Hypertension,treat,10,39,10872566|11986893|15670330|18192850|18391094|2676266|6367371|7944835|8513303|8998247,@CHEMICAL_Atenolol
atenolol,@DISEASE_Myocardial_Ischemia,treat,10,39,12100756|16689099|2006616|2041287|2239717|2427845|4006133|7860905|9447850|9743424,@CHEMICAL_Atenolol
atenolol,@DISEASE_Pressure_Ulcer,treat,10,37,10425617|16686086|17444886|1974506|21039760|2841053|2892458|3709638|7340890|8973753,@CHEMICAL_Atenolol
atenolol,@DISEASE_Coronary_Disease,treat,10,39,11234138|17453746|18441705|2468927|28107561|2904753|3903709|6130595|622059|6416805,@CHEMICAL_Atenolol
atenolol,@DISEASE_Brain_Ischemia,treat,10,32,11527111|15363963|16908280|1999634|2006616|2742208|2791879|3901170|7860905|7910155,@CHEMICAL_Atenolol
atenolol,@DISEASE_Death,treat,10,36,18642016|1893924|19751421|2387213|2924074|36552429|37267820|40991209|8998247|9447850,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ventricular_Dysfunction_Left,treat,10,35,11704477|11835071|12360593|1533259|19751421|2139175|2148148|32310006|4003284|9822096,@CHEMICAL_Atenolol
atenolol,@DISEASE_Migraine_Disorders,treat,10,31,1353872|2334086|24083117|3308768|37350141|39176658|6350226|6993420|7006182|8990605,@CHEMICAL_Atenolol
atenolol,@DISEASE_Marfan_Syndrome,treat,10,30,25405392|25738680|25738681|25738682|25738683|32586526|32820647|33845931|35902413|7608315,@CHEMICAL_Atenolol
atenolol,@DISEASE_Depressive_Disorder,treat,10,52,110212|12131631|12392487|16991025|31089386|32829669|34520|40516629|7114314|8262084,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hemangioma_capillary_infantile,treat,10,24,31759456|33423413|33429792|33569418|33769740|34874911|35733601|36478294|37128266|38061014,@CHEMICAL_Atenolol
atenolol,@DISEASE_Asthma,treat,10,24,21267286|26371|319006|33432057|3533563|4042527|6127219|6889142|707790|8188,@CHEMICAL_Atenolol
atenolol,@DISEASE_Syncope,treat,10,25,11132169|11216978|18613249|20865460|29868180|33381033|34874747|37267820|7484777|7639169,@CHEMICAL_Atenolol
atenolol,@DISEASE_Bradycardia,treat,10,88,12494068|31435148|3177861|32310006|34112223|3434760|3721361|37722017|40461358|8276498,@CHEMICAL_Atenolol
atenolol,@DISEASE_Infarction,treat,10,21,11171788|12360593|1243085|1720383|1782934|6105436|6119212|6851037|77107|7752647,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ventricular_Premature_Complexes,treat,10,22,1283888|2439719|33722764|3529912|3802701|4003239|40384969|6168124|6169581|8437342,@CHEMICAL_Atenolol
atenolol,@DISEASE_Heart_Murmurs,treat,10,21,1653594|2163421|2179284|2197376|2429095|26776587|3533564|35567886|359398|386061,@CHEMICAL_Atenolol
atenolol,@DISEASE_Status_Asthmaticus,treat,10,20,21267286|2439803|2836204|2878680|3169216|374041|6507943|6743475|6751838|7032947,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiac_Output_Low,treat,10,19,10912975|11530124|2801572|2913765|31089386|3742933|6871455|695651|7118065|973971,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiomyopathy_Dilated,treat,10,20,15941137|1680558|21561700|2285633|26518245|30261963|33383013|7093084|9460590|9623012,@CHEMICAL_Atenolol
atenolol,@DISEASE_Long_QT_Syndrome,treat,10,21,1473307|15534720|16391987|20960185|2353617|29059199|33381033|33722764|34186538|35751378,@CHEMICAL_Atenolol
atenolol,@DISEASE_Pain,treat,10,18,16607811|238716|3132360|3303885|3304367|6105436|6121479|8011570|8262084|9519501,@CHEMICAL_Atenolol
atenolol,@DISEASE_Tachycardia_Supraventricular,treat,10,18,2741832|28473422|34659918|35743350|3708945|39423603|39959329|7206601|7786531|8662045,@CHEMICAL_Atenolol
atenolol,@DISEASE_Tachycardia_Ventricular,treat,10,18,2037821|2090675|2924074|34874747|3529912|3616360|3708945|3802701|4003239|7206601,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hematologic_Diseases,treat,10,16,11835071|1827021|2544352|2667523|3836858|6500167|7042481|7923309|8139779|8641743,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hyperthyroidism,treat,10,16,1707360|18955003|2076652|356867|484256|6117063|7096914|7214722|7526070|9716361,@CHEMICAL_Atenolol
atenolol,@DISEASE_Inflammation,treat,10,18,15071353|19632245|20409851|25131055|25413250|27026966|29236801|32802081|34041370|6839004,@CHEMICAL_Atenolol
atenolol,@DISEASE_Obesity,treat,10,19,11023935|12784321|16269974|32051330|3516792|3757816|7475056|9140673|9241674|9819786,@CHEMICAL_Atenolol
atenolol,@DISEASE_Atherosclerosis,treat,10,16,12455152|14524737|17414674|17984668|19124398|31539054|6130595|8367379|8458681|8852539,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiomyopathy_Hypertrophic,treat,10,16,10422624|15080536|20122559|21781160|23684504|2605580|26776587|32188801|33062291|37267820,@CHEMICAL_Atenolol
atenolol,@DISEASE_Kidney_Diseases,treat,10,21,15071353|17984671|22089474|23347063|38096|3889077|6749509|6933939|8331202|8914031,@CHEMICAL_Atenolol
atenolol,@DISEASE_Tremor,treat,10,17,1653143|2495852|2836204|2853055|2865028|2866785|512665|6258838|6487471|8095722,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ventricular_Fibrillation,treat,10,18,11834629|17680509|18534288|26356419|29473948|3208842|3241320|519661|6634908|7737712,@CHEMICAL_Atenolol
atenolol,@DISEASE_Anxiety,treat,10,17,16512398|2196620|24361783|2901122|2905798|32728694|33899370|3549876|4054192|7977897,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hypertrophy,treat,10,16,11791005|12494178|14511073|18209487|21326111|2947562|6117262|6139117|6142665|6460215,@CHEMICAL_Atenolol
atenolol,@DISEASE_Proteinuria,treat,10,14,11910310|1857482|1932973|6131164|7692159|7926346|8937934|9181278|9280714|9407423,@CHEMICAL_Atenolol
atenolol,@DISEASE_Ventricular_Outflow_Obstruction_Left,treat,10,14,12419557|18854617|19352335|24597596|26776587|33062291|35567886|36552429|39355694|40427081,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiomegaly,treat,10,13,14639093|15969258|16150466|1837320|19949891|32028517|34398250|37263541|8583480|8772703,@CHEMICAL_Atenolol
atenolol,@DISEASE_Neurocirculatory_Asthenia,treat,10,13,11234265|3073077|3198303|3929584|4499921|6508931|6852987|7049817|7941677|838525,@CHEMICAL_Atenolol
atenolol,@DISEASE_Optic_Neuropathy_Ischemic,treat,10,15,1764953|27373851|3073077|3132407|3901170|6792528|7719523|8349377|8682138|890211,@CHEMICAL_Atenolol
atenolol,@DISEASE_Pulmonary_Disease_Chronic_Obstructive,treat,10,15,14520850|15881093|2439815|2871220|2873530|2879733|324487|339932|37173537|37995048,@CHEMICAL_Atenolol
atenolol,@DISEASE_Cardiomyopathies,treat,10,13,1389761|16325415|2242078|29236801|29512824|3304367|3436424|6125167|8349377|8472719,@CHEMICAL_Atenolol
atenolol,@DISEASE_Chest_Pain,treat,10,14,10513787|17400761|20430754|2758443|28473422|6105436|6186329|6349909|6851037|9672774,@CHEMICAL_Atenolol
atenolol,@DISEASE_271245,treat,10,11,24011909|24200706|28112790|30515761|32742396|35506358|35784377|37275818|37649330|39365598,@CHEMICAL_Atenolol
atenolol,@DISEASE_Blood_Platelet_Disorders,treat,10,12,11229106|15772518|15849842|15869009|17288698|20411618|21043897|6135813|6661351|7913320,@CHEMICAL_Atenolol
atenolol,@DISEASE_Metabolic_Syndrome,treat,10,12,10513787|10687257|12891253|15924807|17433471|20411618|21644841|23819342|9038691|9315593,@CHEMICAL_Atenolol
atenolol,@DISEASE_Albuminuria,treat,10,11,12071084|1310913|15089793|15311110|18370544|1857482|18651547|7926346|8070610|9732338,@CHEMICAL_Atenolol
atenolol,@DISEASE_Essential_Tremor,treat,10,10,18998741|23881742|2700320|30363473|3063488|512665|6310053|7148397|761001|9759992,@CHEMICAL_Atenolol
atenolol,@DISEASE_Glaucoma,treat,10,11,18179830|24694602|2700474|326303|341739|37605|6351901|656355|7346433|7398531,@CHEMICAL_Atenolol
atenolol,@DISEASE_Hemangioma,treat,10,10,24431932|29479946|33423413|33429792|33856430|34874911|35219642|35466712|38061014|40047218,@CHEMICAL_Atenolol
atenolol,@DISEASE_Syncope_Vasovagal,treat,10,11,10568557|11214367|11216978|14727996|15610912|16821426|1684700|2888442|7484777|9142659,@CHEMICAL_Atenolol
atenolol,@DISEASE_Diabetic_Nephropathies,treat,9,9,1932973|21720265|2656775|7926346|8070610|8538349|9052890|9200654|9279969,@CHEMICAL_Atenolol
atenolol,@DISEASE_Headache,treat,10,21,17665028|1986440|24083117|2675377|2759851|2894883|2895577|37350141|7363686|8053212,@CHEMICAL_Atenolol
atenolol,@DISEASE_Mitral_Valve_Stenosis,treat,10,10,12000160|1973871|22464768|27316483|36552429|3901721|7863993|7883280|8228697|8582390,@CHEMICAL_Atenolol
atenolol,@DISEASE_ST_Elevation_Myocardial_Infarction,treat,10,16,11061055|1389761|1760824|2888302|3073077|3082344|3304367|8349377|9013266|9519501,@CHEMICAL_Atenolol
atenolol,@DISEASE_Coronary_Occlusion,treat,8,8,15849447|1637730|19154442|19949891|2242078|519661|6119212|6692025,@CHEMICAL_Atenolol
atenolol,@DISEASE_Diabetes_Mellitus_Type_1,treat,8,8,10854083|1468307|15915336|1673233|17371783|1764955|7692159|8960842,@CHEMICAL_Atenolol
