src,dst,relation,weight_admissions,unique_patients,p_disease_given_drug,p_drug_given_disease
drug:furosemide,icd:9:42822,treat,118,115,0.0017020540041541657,0.42909090909090908
drug:furosemide,icd:9:49392,treat,76,67,0.0010962381721670899,0.082519001085776325
drug:furosemide,icd:9:40391,treat,147,140,0.0021203554119547659,0.24257425742574257
drug:levofloxacin,icd:9:42833,treat,182,171,0.012660869565217392,0.0801762114537445
drug:levofloxacin,icd:9:4829,treat,259,258,0.018017391304347825,0.52535496957403649
drug:levofloxacin,icd:9:78659,treat,28,27,0.0019478260869565218,0.0053722179585571758
drug:lisinopril,icd:9:29534,treat,13,12,0.00026685825721030484,0.082802547770700632
drug:lisinopril,icd:10:K3580,treat,20,19,0.00041055116493893051,0.026845637583892617
drug:lisinopril,icd:9:7244,treat,15,15,0.00030791337370419789,0.17045454545454544
drug:lisinopril,icd:9:99889,treat,10,10,0.00020527558246946525,0.10416666666666667
drug:lisinopril,icd:9:41011,treat,101,101,0.002073283382941599,0.34353741496598639
drug:lisinopril,icd:9:25040,treat,15,13,0.00030791337370419789,0.10273972602739725
drug:lisinopril,icd:9:25013,treat,86,46,0.0017653700092374013,0.16226415094339622
drug:lisinopril,icd:9:27801,treat,76,75,0.001560094426767936,0.080253431890179514
drug:lisinopril,icd:9:V552,treat,10,10,0.00020527558246946525,0.032051282051282048
drug:lisinopril,icd:10:K922,treat,25,25,0.00051318895617366318,0.048262548262548263
drug:lisinopril,icd:10:Z1211,treat,12,12,0.00024633069896335828,0.14285714285714285
drug:lisinopril,icd:9:0088,treat,133,130,0.0027301652468438879,0.13753877973112719
drug:lisinopril,icd:9:8082,treat,33,33,0.0006774094221492354,0.11785714285714285
drug:lisinopril,icd:9:25083,treat,24,22,0.00049266139792671657,0.21052631578947367
drug:omeprazole,icd:10:C220,treat,91,70,0.0012435771291133704,0.23821989528795812
drug:omeprazole,icd:10:T8454XA,treat,34,25,0.00046463321307532523,0.24817518248175183
drug:omeprazole,icd:10:F10239,treat,94,71,0.0012845741773258991,0.11823899371069183
drug:omeprazole,icd:10:G459,treat,67,65,0.000915600743413141,0.15192743764172337
drug:omeprazole,icd:9:5770,treat,450,297,0.0061495572318793048,0.1717557251908397
drug:omeprazole,icd:9:99931,treat,53,52,0.000724281185088007,0.14171122994652408
drug:omeprazole,icd:10:R791,treat,23,21,0.00031431070296272003,0.19166666666666668
drug:omeprazole,icd:10:M1711,treat,153,153,0.0020908494588389634,0.22972972972972974
drug:omeprazole,icd:9:7840,treat,69,65,0.00094293210888816,0.097595473833097593
drug:omeprazole,icd:9:32723,treat,14,14,0.00019131955832513392,0.28
drug:omeprazole,icd:9:0380,treat,52,52,0.00071061550235049741,0.15204678362573099
drug:omeprazole,icd:10:L88,treat,14,6,0.00019131955832513392,0.45161290322580644
drug:omeprazole,icd:10:K7011,treat,42,38,0.00057395867497540181,0.19004524886877827
drug:omeprazole,icd:9:4552,treat,34,34,0.00046463321307532523,0.14285714285714285
drug:omeprazole,icd:9:51189,treat,42,34,0.00057395867497540181,0.22105263157894736
drug:omeprazole,icd:10:T80212A,treat,11,10,0.00015032251011260522,0.17741935483870969
drug:omeprazole,icd:10:H81399,treat,13,12,0.00017765387558762435,0.12621359223300971
drug:omeprazole,icd:10:I25118,treat,86,85,0.0011752487154258226,0.16104868913857678
drug:omeprazole,icd:9:43310,treat,73,71,0.00099759483983819842,0.1111111111111111
drug:omeprazole,icd:10:B029,treat,13,12,0.00017765387558762435,0.25
drug:omeprazole,icd:10:E1152,treat,80,65,0.0010932546190007652,0.150093808630394
drug:omeprazole,icd:9:78060,treat,186,176,0.0025418169891767792,0.19314641744548286
drug:omeprazole,icd:10:E8770,treat,23,23,0.00031431070296272003,0.25
drug:omeprazole,icd:10:I2699,treat,215,206,0.0029381217885645567,0.1900972590627763
drug:omeprazole,icd:9:8208,treat,51,49,0.00069694981961298781,0.13896457765667575
drug:omeprazole,icd:9:49322,treat,204,138,0.0027877992784519513,0.276797829036635
drug:simvastatin,icd:9:5849,treat,460,418,0.013178250157566034,0.13023782559456398
drug:simvastatin,icd:10:I110,treat,177,153,0.0050707614736721484,0.0719804798698658
drug:simvastatin,icd:9:42823,treat,268,218,0.0076777631352776031,0.13965607087024492
drug:simvastatin,icd:9:0388,treat,10,10,0.00028648369907752252,0.094339622641509441
drug:simvastatin,icd:10:M1611,treat,49,49,0.0014037701254798602,0.1180722891566265
drug:simvastatin,icd:10:K5900,treat,21,20,0.00060161576806279718,0.060518731988472622
drug:warfarin,icd:10:I471,treat,37,34,0.0012807199723087574,0.09438775510204081
drug:warfarin,icd:9:78900,treat,24,22,0.00083073727933541017,0.028673835125448029
drug:furosemide,icd:10:I712,treat,90,89,0.0012981767828294485,0.40723981900452488
drug:furosemide,icd:9:0389,treat,620,601,0.0089429956150473121,0.19720101781170485
drug:furosemide,icd:9:03842,treat,131,127,0.0018895684283406415,0.17607526881720431
drug:furosemide,icd:10:I7101,treat,106,104,0.0015289637664435726,0.49074074074074076
drug:furosemide,icd:10:K7011,treat,84,81,0.0012116316639741518,0.38009049773755654
drug:furosemide,icd:10:K652,treat,43,42,0.00062024001846295869,0.26380368098159507
drug:furosemide,icd:10:I2510,treat,821,815,0.011842257096699746,0.55398110661268551
drug:furosemide,icd:9:51919,treat,55,47,0.00079333025617355185,0.16819571865443425
drug:furosemide,icd:10:I214,treat,1008,945,0.014539579967689823,0.308728943338438
drug:furosemide,icd:10:I2109,treat,95,95,0.0013702977152088623,0.36964980544747084
drug:furosemide,icd:10:A419,treat,864,831,0.012462497115162705,0.16957801766437683
drug:furosemide,icd:10:K7469,treat,229,177,0.0033031387029771519,0.48414376321353064
drug:furosemide,icd:10:I714,treat,42,39,0.00060581583198707591,0.098591549295774641
drug:furosemide,icd:9:56211,treat,54,50,0.00077890606969766908,0.039531478770131773
drug:furosemide,icd:9:5819,treat,10,10,0.00014424186475882759,0.90909090909090906
drug:furosemide,icd:10:J849,treat,31,27,0.00044714978075236557,0.37349397590361444
drug:furosemide,icd:10:I120,treat,107,104,0.0015433879529194554,0.2165991902834008
drug:furosemide,icd:9:25000,treat,14,14,0.00020193861066235866,0.060869565217391307
drug:furosemide,icd:10:J90,treat,118,112,0.0017020540041541657,0.34911242603550297
drug:furosemide,icd:10:J9621,treat,120,113,0.0017309023771059312,0.47808764940239046
drug:furosemide,icd:9:82021,treat,141,138,0.0020338102930994692,0.22065727699530516
drug:levofloxacin,icd:9:0389,treat,611,589,0.042504347826086954,0.1943384223918575
drug:levofloxacin,icd:9:51881,treat,217,207,0.015095652173913043,0.25439624853458381
drug:lisinopril,icd:9:5589,treat,72,70,0.0014779841937801498,0.086538461538461536
drug:lisinopril,icd:9:51881,treat,79,75,0.0016216771015087755,0.092614302461899181
drug:levofloxacin,icd:9:49121,treat,292,238,0.020313043478260871,0.22955974842767296
drug:levofloxacin,icd:9:5130,treat,18,17,0.0012521739130434784,0.22784810126582278
drug:amlodipine,icd:10:J90,treat,43,41,0.0010371192204722511,0.12721893491124261
drug:amlodipine,icd:9:40300,treat,30,29,0.00072357154916668674,0.36585365853658536
drug:amlodipine,icd:10:I161,treat,125,118,0.0030148814548611948,0.4826254826254826
drug:amlodipine,icd:10:M179,treat,31,30,0.00074769060080557637,0.14975845410628019
drug:amlodipine,icd:9:00845,treat,60,57,0.0014471430983333735,0.061855670103092786
drug:amlodipine,icd:10:I4891,treat,83,81,0.0020018812860278334,0.11126005361930295
drug:amlodipine,icd:9:29281,treat,14,14,0.00033766672294445384,0.090909090909090912
drug:amlodipine,icd:10:R040,treat,14,12,0.00033766672294445384,0.095238095238095233
drug:amlodipine,icd:10:J690,treat,73,66,0.0017606907696389377,0.088164251207729472
drug:amlodipine,icd:10:T8612,treat,25,19,0.000602976290972239,0.3125
drug:amlodipine,icd:9:44022,treat,44,41,0.0010612382721111406,0.14965986394557823
drug:amlodipine,icd:10:R079,treat,104,96,0.0025083813704445141,0.035788024776324846
drug:amlodipine,icd:10:M1612,treat,60,59,0.0014471430983333735,0.16759776536312848
drug:amlodipine,icd:9:51881,treat,56,54,0.0013506668917778154,0.065650644783118411
drug:warfarin,icd:9:40491,treat,34,31,0.0011768778123918311,0.192090395480226
drug:warfarin,icd:10:M109,treat,16,13,0.00055382485289027345,0.10738255033557047
drug:atenolol,icd:9:42731,treat,188,157,0.012363540707615415,0.060841423948220064
drug:atenolol,icd:9:41401,treat,363,336,0.023872155728002106,0.063119457485654673
drug:glyburide,icd:9:25002,treat,11,11,0.0064027939464493594,0.046413502109704644
drug:lisinopril,icd:9:27651,treat,125,120,0.0025659447808683159,0.10121457489878542
drug:lisinopril,icd:10:U071,treat,161,159,0.0033049368777583908,0.083118224057821377
drug:lisinopril,icd:9:4321,treat,57,51,0.0011700708200759519,0.14882506527415143
drug:lisinopril,icd:9:41519,treat,127,125,0.0026069998973622089,0.10384300899427637
drug:lisinopril,icd:9:99673,treat,79,63,0.0016216771015087755,0.1490566037735849
drug:omeprazole,icd:9:5368,treat,16,15,0.00021865092380015305,0.21917808219178081
drug:omeprazole,icd:10:I483,treat,52,52,0.00071061550235049741,0.325
drug:omeprazole,icd:10:Z432,treat,41,41,0.00056029299223789221,0.11021505376344086
drug:omeprazole,icd:9:5569,treat,25,21,0.00034164206843773917,0.0847457627118644
drug:omeprazole,icd:10:S065X0A,treat,97,94,0.001325571225538428,0.12309644670050761
drug:omeprazole,icd:10:K5289,treat,29,29,0.00039630479938777743,0.28155339805825241
drug:omeprazole,icd:9:99673,treat,77,61,0.0010522575707882366,0.14528301886792452
drug:omeprazole,icd:9:25013,treat,71,45,0.00097026347436317923,0.13396226415094339
drug:omeprazole,icd:10:F332,treat,45,44,0.00061495572318793048,0.0625
drug:omeprazole,icd:10:T80211A,treat,65,62,0.00088826937793812179,0.17473118279569894
drug:omeprazole,icd:10:R0789,treat,257,241,0.0035120804635399585,0.12122641509433962
drug:omeprazole,icd:10:I638,treat,28,27,0.00038263911665026783,0.1891891891891892
drug:omeprazole,icd:10:S72002A,treat,39,39,0.000532961626762873,0.19024390243902439
drug:omeprazole,icd:10:G8929,treat,31,29,0.00042363616486279656,0.12301587301587301
drug:omeprazole,icd:9:41071,treat,420,400,0.0057395867497540181,0.1461886529759833
drug:simvastatin,icd:9:25061,treat,23,15,0.00065891250787830169,0.07796610169491526
drug:simvastatin,icd:9:27651,treat,104,100,0.0029794304704062339,0.084210526315789472
drug:simvastatin,icd:9:03849,treat,43,41,0.0012318799060333466,0.10969387755102041
drug:simvastatin,icd:10:I472,treat,39,36,0.0011172864264023378,0.059907834101382486
drug:simvastatin,icd:10:R112,treat,20,17,0.000572967398155045,0.036563071297989032
drug:simvastatin,icd:9:49322,treat,89,66,0.0025497049217899502,0.12075983717774763
drug:simvastatin,icd:9:25082,treat,50,48,0.0014324184953876124,0.18939393939393939
drug:simvastatin,icd:9:82022,treat,22,22,0.00063026413797054944,0.15714285714285714
drug:simvastatin,icd:10:K3580,treat,11,11,0.00031513206898527472,0.014765100671140939
drug:furosemide,icd:10:I5031,treat,78,78,0.0011250865451188552,0.8571428571428571
drug:lisinopril,icd:10:I5033,treat,115,99,0.0023606691983988504,0.15498652291105122
drug:furosemide,icd:10:E854,treat,25,25,0.000360604661897069,0.20661157024793389
drug:furosemide,icd:10:E1010,treat,16,14,0.00023078698361412417,0.0326530612244898
drug:warfarin,icd:9:78791,treat,32,25,0.0011076497057805469,0.059701492537313432
drug:warfarin,icd:9:34982,treat,50,49,0.0017307026652821046,0.12690355329949238
drug:amlodipine,icd:9:44023,treat,68,58,0.0016400955114444901,0.093023255813953487
drug:atenolol,icd:9:7802,treat,122,119,0.0080231487570695779,0.046142208774583963
drug:levofloxacin,icd:9:1363,treat,16,16,0.0011130434782608695,0.42105263157894735
drug:lisinopril,icd:10:G8918,treat,15,15,0.00030791337370419789,0.057915057915057917
drug:warfarin,icd:10:T81718A,treat,11,11,0.000380754586362063,0.12790697674418605
drug:lisinopril,icd:9:43889,treat,26,24,0.00053371651442060968,0.22807017543859648
drug:furosemide,icd:10:A4102,treat,30,30,0.0004327255942764828,0.16393442622950818
drug:lisinopril,icd:9:7812,treat,42,41,0.00086215744637175413,0.14482758620689656
drug:lisinopril,icd:9:71536,treat,275,243,0.0056450785179102949,0.23504273504273504
drug:warfarin,icd:9:99682,treat,19,11,0.00065766701280719976,0.057401812688821753
drug:atenolol,icd:9:71536,treat,119,113,0.00782585821386295,0.10170940170940171
drug:warfarin,icd:9:42823,treat,542,375,0.018760816891658014,0.28243877019280877
drug:furosemide,icd:9:39891,treat,28,24,0.00040387722132471731,0.8
drug:furosemide,icd:9:4412,treat,72,71,0.0010385414262635588,0.44444444444444442
drug:furosemide,icd:9:4271,treat,216,175,0.0031156242787906763,0.35643564356435642
drug:furosemide,icd:9:5070,treat,234,215,0.0033752596353565658,0.20671378091872791
drug:furosemide,icd:9:1550,treat,167,127,0.0024088391414724209,0.29982046678635549
drug:furosemide,icd:9:4168,treat,56,50,0.00080775444264943462,0.58333333333333337
drug:furosemide,icd:10:I213,treat,46,46,0.000663512577890607,0.38983050847457629
drug:lisinopril,icd:9:2761,treat,121,110,0.0024838345478805294,0.17261055634807418
drug:simvastatin,icd:9:3241,treat,18,16,0.00051567065833954052,0.1487603305785124
drug:warfarin,icd:10:I481,treat,94,87,0.0032537210107303565,0.24802110817941952
drug:furosemide,icd:9:73007,treat,15,15,0.0002163627971382414,0.2
drug:atenolol,icd:9:41402,treat,26,23,0.001709851374457451,0.11016949152542373
drug:furosemide,icd:9:85201,treat,52,52,0.00075005769674590353,0.15950920245398773
drug:amlodipine,icd:9:4280,treat,35,35,0.00084416680736113458,0.072916666666666671
drug:amlodipine,icd:9:4359,treat,31,30,0.00074769060080557637,0.059273422562141492
drug:amlodipine,icd:9:0389,treat,103,100,0.0024842623188056244,0.032760814249363869
drug:amlodipine,icd:10:I7101,treat,42,40,0.0010130001688333614,0.19444444444444445
drug:amlodipine,icd:9:99859,treat,97,93,0.0023395480089722872,0.044131028207461329
drug:amlodipine,icd:10:E11610,treat,10,7,0.00024119051638889558,0.20833333333333334
drug:amlodipine,icd:10:I120,treat,171,162,0.0041243578302501147,0.34615384615384615
drug:amlodipine,icd:10:I080,treat,21,21,0.00050650008441668068,0.080459770114942528
drug:amlodipine,icd:10:A084,treat,85,76,0.0020501193893056125,0.14604810996563575
drug:amlodipine,icd:10:I639,treat,52,52,0.0012541906852222571,0.099236641221374045
drug:amlodipine,icd:10:R509,treat,52,49,0.0012541906852222571,0.092691622103386814
drug:lisinopril,icd:10:M1712,treat,124,124,0.0025454172226213692,0.21052631578947367
drug:lisinopril,icd:9:V5811,treat,221,88,0.0045365903725751826,0.07433568785738312
drug:lisinopril,icd:10:I25110,treat,366,321,0.0075130863183824285,0.21916167664670658
drug:lisinopril,icd:9:7907,treat,39,38,0.00080057477163091452,0.11016949152542373
drug:lisinopril,icd:9:41071,treat,818,779,0.016791542646002258,0.284719805081796
drug:warfarin,icd:10:G92,treat,37,36,0.0012807199723087574,0.065602836879432622
drug:warfarin,icd:10:I4891,treat,107,99,0.0037037037037037038,0.14343163538873996
drug:warfarin,icd:10:R55,treat,73,71,0.0025268258913118727,0.043374925727866907
drug:warfarin,icd:10:I480,treat,141,130,0.0048805815160955345,0.13364928909952606
drug:warfarin,icd:10:R0789,treat,80,75,0.0027691242644513675,0.037735849056603772
drug:warfarin,icd:9:V5811,treat,57,32,0.0019730010384215991,0.019172552976791119
drug:warfarin,icd:10:T814XXA,treat,51,49,0.0017653167185877467,0.058553386911595867
drug:warfarin,icd:10:I495,treat,73,70,0.0025268258913118727,0.17848410757946209
drug:atenolol,icd:9:41071,treat,115,110,0.0075628041562541106,0.04002784545770971
drug:atenolol,icd:9:1570,treat,29,29,0.00190714191766408,0.066974595842956119
drug:atenolol,icd:10:K9189,treat,10,10,0.0006576351440220965,0.021459227467811159
drug:atenolol,icd:10:R079,treat,21,21,0.0013810338024464028,0.0072264280798348245
drug:atenolol,icd:9:73314,treat,12,12,0.00078916217282651584,0.15584415584415584
drug:atenolol,icd:9:5711,treat,10,9,0.0006576351440220965,0.0390625
drug:atenolol,icd:9:431,treat,64,61,0.0042088649217414181,0.053200332502078139
drug:atenolol,icd:9:4829,treat,32,32,0.002104432460870709,0.064908722109533468
drug:furosemide,icd:10:K7031,treat,507,361,0.0073130625432725593,0.50598802395209586
drug:furosemide,icd:9:57420,treat,25,23,0.000360604661897069,0.1059322033898305
drug:furosemide,icd:9:49322,treat,203,146,0.0029281098546042003,0.27544097693351427
drug:furosemide,icd:9:4254,treat,42,42,0.00060581583198707591,0.35294117647058826
drug:furosemide,icd:9:3241,treat,13,13,0.00018751442418647588,0.10743801652892562
drug:furosemide,icd:9:5768,treat,16,16,0.00023078698361412417,0.065040650406504072
drug:furosemide,icd:10:T814XXA,treat,90,84,0.0012981767828294485,0.10332950631458095
drug:furosemide,icd:10:T827XXA,treat,77,71,0.0011106623586429726,0.20867208672086721
drug:furosemide,icd:9:73313,treat,56,54,0.00080775444264943462,0.13114754098360656
drug:furosemide,icd:10:Z01810,treat,12,12,0.00017309023771059311,0.26666666666666666
drug:furosemide,icd:10:Z5111,treat,292,197,0.0042118624509577662,0.082091650267079
drug:furosemide,icd:9:78650,treat,103,96,0.0014856912070159243,0.014115389886254626
drug:furosemide,icd:9:40493,treat,36,35,0.00051927071313177938,0.67924528301886788
drug:levofloxacin,icd:9:042,treat,65,57,0.0045217391304347822,0.12310606060606061
drug:levofloxacin,icd:9:5849,treat,152,151,0.010573913043478262,0.043035107587768968
drug:levofloxacin,icd:9:515,treat,25,25,0.0017391304347826088,0.1497005988023952
drug:levofloxacin,icd:9:51181,treat,28,27,0.0019478260869565218,0.13793103448275862
drug:lisinopril,icd:9:99644,treat,15,15,0.00030791337370419789,0.15957446808510639
drug:lisinopril,icd:10:K8520,treat,19,19,0.000390023606691984,0.090909090909090912
drug:lisinopril,icd:9:515,treat,11,9,0.00022580314071641178,0.0658682634730539
drug:lisinopril,icd:9:8248,treat,19,17,0.000390023606691984,0.08296943231441048
drug:lisinopril,icd:10:K91840,treat,14,14,0.00028738581545725134,0.042682926829268296
drug:lisinopril,icd:9:7802,treat,342,332,0.0070204249204557116,0.12934947049924356
drug:lisinopril,icd:10:C7931,treat,93,79,0.001909062916966027,0.1311706629055007
drug:lisinopril,icd:9:4359,treat,63,60,0.0012932361695576311,0.12045889101338432
drug:lisinopril,icd:9:28803,treat,13,13,0.00026685825721030484,0.060465116279069767
drug:lisinopril,icd:9:1983,treat,95,83,0.00195011803345992,0.11163337250293771
