id,type,label,aliases,source_ids
icd:9:20193,disease,"Hodgkin's disease, unspecified type, intra-abdominal lymph nodes",,
icd:9:20194,disease,"Hodgkin's disease, unspecified type, lymph nodes of axilla and upper limb",,
icd:9:20196,disease,"Hodgkin's disease, unspecified type, intrapelvic lymph nodes",,
icd:9:20198,disease,"Hodgkin's disease, unspecified type, lymph nodes of multiple sites",,
icd:9:20200,disease,"Nodular lymphoma, unspecified site, extranodal and solid organ sites",,
icd:9:20201,disease,"Nodular lymphoma, lymph nodes of head, face, and neck",,
icd:9:20202,disease,"Nodular lymphoma, intrathoracic lymph nodes",,
icd:9:20203,disease,"Nodular lymphoma, intra-abdominal lymph nodes",,
icd:9:20208,disease,"Nodular lymphoma, lymph nodes of multiple sites",,
icd:9:20210,disease,"Mycosis fungoides, unspecified site, extranodal and solid organ sites",,
icd:9:20211,disease,"Mycosis fungoides, lymph nodes of head, face, and neck",,
icd:9:20212,disease,"Mycosis fungoides, intrathoracic lymph nodes",,
icd:9:20215,disease,"Mycosis fungoides, lymph nodes of inguinal region and lower limb",,
icd:9:20218,disease,"Mycosis fungoides, lymph nodes of multiple sites",,
icd:9:20240,disease,"Leukemic reticuloendotheliosis, unspecified site, extranodal and solid organ sites",,
icd:9:20260,disease,"Malignant mast cell tumors, unspecified site, extranodal and solid organ sites",,
icd:9:20270,disease,"Peripheral T cell lymphoma, unspecified site, extranodal and solid organ sites",,
icd:9:20278,disease,"Peripheral T cell lymphoma, lymph nodes of multiple sites",,
icd:9:20280,disease,"Other malignant lymphomas, unspecified site, extranodal and solid organ sites",,
icd:9:20281,disease,"Other malignant lymphomas, lymph nodes of head, face, and neck",,
icd:9:20282,disease,"Other malignant lymphomas, intrathoracic lymph nodes",,
icd:9:20283,disease,"Other malignant lymphomas, intra-abdominal lymph nodes",,
icd:9:20284,disease,"Other malignant lymphomas, lymph nodes of axilla and upper limb",,
icd:9:20285,disease,"Other malignant lymphomas, lymph nodes of inguinal region and lower limb",,
icd:9:20286,disease,"Other malignant lymphomas, intrapelvic lymph nodes",,
icd:9:20287,disease,"Other malignant lymphomas, spleen",,
icd:9:20288,disease,"Other malignant lymphomas, lymph nodes of multiple sites",,
icd:9:20292,disease,"Other and unspecified malignant neoplasms of lymphoid and histiocytic tissue, intrathoracic lymph nodes",,
icd:9:20300,disease,"Multiple myeloma, without mention of having achieved remission",,
icd:9:20301,disease,"Multiple myeloma, in remission",,
icd:9:20302,disease,"Multiple myeloma, in relapse",,
icd:9:20310,disease,"Plasma cell leukemia, without mention of having achieved remission",,
icd:9:20311,disease,"Plasma cell leukemia, in remission",,
icd:9:20312,disease,"Plasma cell leukemia, in relapse",,
icd:9:20380,disease,"Other immunoproliferative neoplasms, without mention of having achieved remission",,
icd:9:20382,disease,"Other immunoproliferative neoplasms, in relapse",,
icd:9:20400,disease,"Acute lymphoid leukemia, without mention of having achieved remission",,
icd:9:20401,disease,"Acute lymphoid leukemia, in remission",,
icd:9:20402,disease,"Acute lymphoid leukemia, in relapse",,
icd:9:20410,disease,"Chronic lymphoid leukemia, without mention of having achieved remission",,
icd:9:20412,disease,"Chronic lymphoid leukemia, in relapse",,
icd:9:20480,disease,"Other lymphoid leukemia, without mention of having achieved remission",,
icd:9:20482,disease,"Other lymphoid leukemia, in relapse",,
icd:9:20492,disease,"Unspecified lymphoid leukemia, in relapse",,
icd:9:20500,disease,"Acute myeloid leukemia, without mention of having achieved remission",,
icd:9:20501,disease,"Acute myeloid leukemia, in remission",,
icd:9:20502,disease,"Acute myeloid leukemia, in relapse",,
icd:9:20510,disease,"Chronic myeloid leukemia, without mention of having achieved remission",,
icd:9:20530,disease,"Myeloid sarcoma, without mention of having achieved remission",,
icd:9:20600,disease,"Acute monocytic leukemia, without mention of having achieved remission",,
icd:9:20720,disease,"Megakaryocytic leukemia, without mention of having achieved remission",,
icd:9:20780,disease,"Other specified leukemia, without mention of having achieved remission",,
icd:9:20781,disease,"Other specified leukemia, in remission",,
icd:9:20800,disease,"Acute leukemia of unspecified cell type, without mention of having achieved remission",,
icd:9:20903,disease,Malignant carcinoid tumor of the ileum,,
icd:9:20911,disease,Malignant carcinoid tumor of the appendix,,
icd:9:20917,disease,Malignant carcinoid tumor of the rectum,,
icd:9:20920,disease,Malignant carcinoid tumor of unknown primary site,,
icd:9:20921,disease,Malignant carcinoid tumor of the bronchus and lung,,
icd:9:20929,disease,Malignant carcinoid tumor of other sites,,
icd:9:20930,disease,"Malignant poorly differentiated neuroendocrine carcinoma, any site",,
icd:9:20933,disease,Merkel cell carcinoma of the upper limb,,
icd:9:20936,disease,Merkel cell carcinoma of other sites,,
icd:9:20940,disease,"Benign carcinoid tumor of the small intestine, unspecified portion",,
icd:9:20941,disease,Benign carcinoid tumor of the duodenum,,
icd:9:20943,disease,Benign carcinoid tumor of the ileum,,
icd:9:20957,disease,Benign carcinoid tumor of the rectum,,
icd:9:20961,disease,Benign carcinoid tumor of the bronchus and lung,,
icd:9:20962,disease,Benign carcinoid tumor of the thymus,,
icd:9:20969,disease,Benign carcinoid tumor of other sites,,
icd:9:20971,disease,Secondary neuroendocrine tumor of distant lymph nodes,,
icd:9:20972,disease,Secondary neuroendocrine tumor of liver,,
icd:9:20973,disease,Secondary neuroendocrine tumor of bone,,
icd:9:20974,disease,Secondary neuroendocrine tumor of peritoneum,,
icd:9:20975,disease,Secondary Merkel cell carcinoma,,
icd:9:20979,disease,Secondary neuroendocrine tumor of other sites,,
icd:9:2102,disease,Benign neoplasm of major salivary glands,,
icd:9:2110,disease,Benign neoplasm of esophagus,,
icd:9:2111,disease,Benign neoplasm of stomach,,
icd:9:2112,disease,"Benign neoplasm of duodenum, jejunum, and ileum",,
icd:9:2113,disease,Benign neoplasm of colon,,
icd:9:2114,disease,Benign neoplasm of rectum and anal canal,,
icd:9:2115,disease,Benign neoplasm of liver and biliary passages,,
icd:9:2116,disease,"Benign neoplasm of pancreas, except islets of Langerhans",,
icd:9:2118,disease,Benign neoplasm of retroperitoneum and peritoneum,,
icd:9:2120,disease,"Benign neoplasm of nasal cavities, middle ear, and accessory sinuses",,
icd:9:2123,disease,Benign neoplasm of bronchus and lung,,
icd:9:2125,disease,Benign neoplasm of mediastinum,,
icd:9:2126,disease,Benign neoplasm of thymus,,
icd:9:2127,disease,Benign neoplasm of heart,,
icd:9:2130,disease,Benign neoplasm of bones of skull and face,,
icd:9:2132,disease,"Benign neoplasm of vertebral column, excluding sacrum and coccyx",,
icd:9:2134,disease,Benign neoplasm of scapula and long bones of upper limb,,
icd:9:2137,disease,Benign neoplasm of long bones of lower limb,,
icd:9:2141,disease,Lipoma of other skin and subcutaneous tissue,,
icd:9:2143,disease,Lipoma of intra-abdominal organs,,
icd:9:2148,disease,Lipoma of other specified sites,,
icd:9:2150,disease,"Other benign neoplasm of connective and other soft tissue of head, face, and neck",,
icd:9:2152,disease,"Other benign neoplasm of connective and other soft tissue of upper limb, including shoulder",,
icd:9:2153,disease,"Other benign neoplasm of connective and other soft tissue of lower limb, including hip",,
icd:9:2155,disease,Other benign neoplasm of connective and other soft tissue of abdomen,,
icd:9:2156,disease,Other benign neoplasm of connective and other soft tissue of pelvis,,
icd:9:2157,disease,"Other benign neoplasm of connective and other soft tissue of trunk, unspecified",,
icd:9:2164,disease,Benign neoplasm of scalp and skin of neck,,
icd:9:217,disease,Benign neoplasm of breast,,
icd:9:2180,disease,Submucous leiomyoma of uterus,,
icd:9:2181,disease,Intramural leiomyoma of uterus,,
icd:9:2182,disease,Subserous leiomyoma of uterus,,
icd:9:2189,disease,"Leiomyoma of uterus, unspecified",,
icd:9:2190,disease,Benign neoplasm of cervix uteri,,
icd:9:2199,disease,"Benign neoplasm of uterus, part unspecified",,
icd:9:220,disease,Benign neoplasm of ovary,,
icd:9:2210,disease,Benign neoplasm of fallopian tube and uterine ligaments,,
icd:9:2230,disease,"Benign neoplasm of kidney, except pelvis",,
icd:9:2250,disease,Benign neoplasm of brain,,
icd:9:2251,disease,Benign neoplasm of cranial nerves,,
icd:9:2252,disease,Benign neoplasm of cerebral meninges,,
icd:9:2253,disease,Benign neoplasm of spinal cord,,
icd:9:2254,disease,Benign neoplasm of spinal meninges,,
icd:9:226,disease,Benign neoplasm of thyroid glands,,
icd:9:2270,disease,Benign neoplasm of adrenal gland,,
icd:9:2271,disease,Benign neoplasm of parathyroid gland,,
icd:9:2273,disease,Benign neoplasm of pituitary gland and craniopharyngeal duct,,
icd:9:22802,disease,Hemangioma of intracranial structures,,
icd:9:22804,disease,Hemangioma of intra-abdominal structures,,
icd:9:22809,disease,Hemangioma of other sites,,
icd:9:2281,disease,"Lymphangioma, any site",,
icd:9:2303,disease,Carcinoma in situ of colon,,
icd:9:2312,disease,Carcinoma in situ of bronchus and lung,,
icd:9:2330,disease,Carcinoma in situ of breast,,
icd:9:2331,disease,Carcinoma in situ of cervix uteri,,
icd:9:23331,disease,"Carcinoma in situ, vagina",,
icd:9:2337,disease,Carcinoma in situ of bladder,,
icd:9:2339,disease,Carcinoma in situ of other and unspecified urinary organs,,
icd:9:2350,disease,Neoplasm of uncertain behavior of major salivary glands,,
icd:9:2351,disease,"Neoplasm of uncertain behavior of lip, oral cavity, and pharynx",,
icd:9:2352,disease,"Neoplasm of uncertain behavior of stomach, intestines, and rectum",,
icd:9:2353,disease,Neoplasm of uncertain behavior of liver and biliary passages,,
icd:9:2355,disease,Neoplasm of uncertain behavior of other and unspecified digestive organs,,
icd:9:2357,disease,"Neoplasm of uncertain behavior of trachea, bronchus, and lung",,
icd:9:2362,disease,Neoplasm of uncertain behavior of ovary,,
icd:9:2367,disease,Neoplasm of uncertain behavior of bladder,,
icd:9:23691,disease,Neoplasm of uncertain behavior of kidney and ureter,,
icd:9:2370,disease,Neoplasm of uncertain behavior of pituitary gland and craniopharyngeal duct,,
icd:9:2373,disease,Neoplasm of uncertain behavior of paraganglia,,
icd:9:2374,disease,Neoplasm of uncertain behavior of other and unspecified endocrine glands,,
icd:9:2375,disease,Neoplasm of uncertain behavior of brain and spinal cord,,
icd:9:2376,disease,Neoplasm of uncertain behavior of meninges,,
icd:9:23771,disease,"Neurofibromatosis, type 1 [von recklinghausen's disease]",,
icd:9:2379,disease,Neoplasm of uncertain behavior of other and unspecified parts of nervous system,,
icd:9:2381,disease,Neoplasm of uncertain behavior of connective and other soft tissue,,
icd:9:2384,disease,Polycythemia vera,,
icd:9:2386,disease,Neoplasm of uncertain behavior of plasma cells,,
icd:9:23871,disease,Essential thrombocythemia,,
icd:9:23872,disease,Low grade myelodysplastic syndrome lesions,,
icd:9:23873,disease,High grade myelodysplastic syndrome lesions,,
icd:9:23875,disease,"Myelodysplastic syndrome, unspecified",,
icd:9:23876,disease,Myelofibrosis with myeloid metaplasia,,
icd:9:23879,disease,Other lymphatic and hematopoietic tissues,,
icd:9:2390,disease,Neoplasm of unspecified nature of digestive system,,
icd:9:2391,disease,Neoplasm of unspecified nature of respiratory system,,
icd:9:2392,disease,"Neoplasm of unspecified nature of bone, soft tissue, and skin",,
icd:9:2394,disease,Neoplasm of unspecified nature of bladder,,
icd:9:2395,disease,Neoplasm of unspecified nature of other genitourinary organs,,
icd:9:2396,disease,Neoplasm of unspecified nature of brain,,
icd:9:2397,disease,Neoplasm of unspecified nature of endocrine glands and other parts of nervous system,,
icd:9:2398,disease,"Neoplasm nos, site nec",,
icd:9:2409,disease,"Goiter, unspecified",,
icd:9:2410,disease,Nontoxic uninodular goiter,,
icd:9:2411,disease,Nontoxic multinodular goiter,,
icd:9:2419,disease,Unspecified nontoxic nodular goiter,,
icd:9:24200,disease,Toxic diffuse goiter without mention of thyrotoxic crisis or storm,,
icd:9:24201,disease,Toxic diffuse goiter with mention of thyrotoxic crisis or storm,,
icd:9:24210,disease,Toxic uninodular goiter without mention of thyrotoxic crisis or storm,,
icd:9:24220,disease,Toxic multinodular goiter without mention of thyrotoxic crisis or storm,,
icd:9:24230,disease,"Toxic nodular goiter, unspecified type, without mention of thyrotoxic crisis or storm",,
icd:9:24280,disease,Thyrotoxicosis of other specified origin without mention of thyrotoxic crisis or storm,,
icd:9:24290,disease,"Thyrotoxicosis without mention of goiter or other cause, and without mention of thyrotoxic crisis or storm",,
icd:9:24291,disease,"Thyrotoxicosis without mention of goiter or other cause, with mention of thyrotoxic crisis or storm",,
icd:9:2440,disease,Postsurgical hypothyroidism,,
icd:9:2441,disease,Other postablative hypothyroidism,,
icd:9:2442,disease,Iodine hypothyroidism,,
icd:9:2443,disease,Other iatrogenic hypothyroidism,,
icd:9:2448,disease,Other specified acquired hypothyroidism,,
icd:9:2449,disease,Unspecified acquired hypothyroidism,,
icd:9:2451,disease,Subacute thyroiditis,,
icd:9:2452,disease,Chronic lymphocytic thyroiditis,,
icd:9:2454,disease,Iatrogenic thyroiditis,,
icd:9:2462,disease,Cyst of thyroid,,
icd:9:2468,disease,Other specified disorders of thyroid,,
icd:9:2469,disease,Unspecified disorder of thyroid,,
icd:9:24900,disease,"Secondary diabetes mellitus without mention of complication, not stated as uncontrolled, or unspecified",,
icd:9:24901,disease,"Secondary diabetes mellitus without mention of complication, uncontrolled",,
icd:9:24911,disease,"Secondary diabetes mellitus with ketoacidosis, uncontrolled",,
icd:9:24920,disease,"Secondary diabetes mellitus with hyperosmolarity, not stated as uncontrolled, or unspecified",,
icd:9:24960,disease,"Secondary diabetes mellitus with neurological manifestations, not stated as uncontrolled, or unspecified",,
icd:9:24980,disease,"Secondary diabetes mellitus with other specified manifestations, not stated as uncontrolled, or unspecified",,
icd:9:24981,disease,"Secondary diabetes mellitus with other specified manifestations, uncontrolled",,
icd:9:24991,disease,"Secondary diabetes mellitus with unspecified complication, uncontrolled",,
icd:9:25000,disease,"Diabetes mellitus without mention of complication, type II or unspecified type, not stated as uncontrolled",,
icd:9:25001,disease,"Diabetes mellitus without mention of complication, type I [juvenile type], not stated as uncontrolled",,
icd:9:25002,disease,"Diabetes mellitus without mention of complication, type II or unspecified type, uncontrolled",,
icd:9:25003,disease,"Diabetes mellitus without mention of complication, type I [juvenile type], uncontrolled",,
icd:9:25011,disease,"Diabetes with ketoacidosis, type I [juvenile type], not stated as uncontrolled",,
icd:9:25012,disease,"Diabetes with ketoacidosis, type II or unspecified type, uncontrolled",,
icd:9:25013,disease,"Diabetes with ketoacidosis, type I [juvenile type], uncontrolled",,
icd:9:25020,disease,"Diabetes with hyperosmolarity, type II or unspecified type, not stated as uncontrolled",,
icd:9:25022,disease,"Diabetes with hyperosmolarity, type II or unspecified type, uncontrolled",,
icd:9:25023,disease,"Diabetes with hyperosmolarity, type I [juvenile type], uncontrolled",,
icd:9:25030,disease,"Diabetes with other coma, type II or unspecified type, not stated as uncontrolled",,
